0 Time: 81.058 [sec]
1482 Time: 74.302 [sec]
2965 Time: 68.248 [sec]
5930 Time: 59.721 [sec]
11860 Time: 40.338 [sec]
15000 Time: 34.210 [sec]
17000 Time: 26.681 [sec]
19000 Time: 18.025 [sec]
21000 Time: 11.861 [sec]
23000 Time: 6.044 [sec]
23700 Time: 4.660 [sec]
23719 Time: 5.038 [sec]
