       1 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
       2 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
       3 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
       4 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
       5 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
       6 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
       7 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
       8 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
       9 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      10 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      11 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      12 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      13 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      14 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      15 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      16 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      17 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      18 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      19 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      20 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      21 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      22 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      23 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      24 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      25 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      26 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      27 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      28 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      29 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      30 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      31 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      32 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      33 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      34 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      35 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      36 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      37 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      38 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      39 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      40 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      41 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      42 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      43 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      44 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      45 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      46 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      47 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      48 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      49 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      50 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      51 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      52 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      53 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      54 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      55 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      56 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      57 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      58 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      59 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      60 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      61 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      62 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      63 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      64 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      65 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      66 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      67 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      68 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      69 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      70 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      71 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      72 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      73 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      74 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      75 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      76 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      77 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      78 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      79 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      80 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      81 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      82 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      83 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      84 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      85 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      86 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      87 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      88 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      89 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      90 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      91 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      92 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      93 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      94 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      95 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      96 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      97 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      98 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
      99 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
     100 -3.538568369974429E-08 -1.280174467124011E-08  4.700000010865444E-01
