       1 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
       2 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
       3 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
       4 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
       5 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
       6 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
       7 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
       8 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
       9 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      10 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      11 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      12 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      13 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      14 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      15 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      16 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      17 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      18 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      19 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      20 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      21 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      22 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      23 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      24 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      25 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      26 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      27 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      28 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      29 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      30 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      31 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      32 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      33 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      34 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      35 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      36 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      37 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      38 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      39 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      40 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      41 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      42 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      43 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
      44 -3.006647440015540E-06 -1.180756285292432E-06  4.700001107384840E-01
