         1 -1.005132028876612E+01
         2 -2.142190067125781E+00
         3 -1.508334796698976E+00
         4 -2.536645618788071E-01
         5 -5.846812492156861E-02
         6  4.160179608646413E-01
         7  9.175561857720815E-01
         8  1.397004465744855E+00
         9  1.861302973638544E+00
        10  7.322096253371124E+00
